 size; sign size; sign time (ns) ; parity size; parity time ; concrete size; concrete time ;analysis time;concrete analysis time;abstract analysis time;sign diff;parity diff;concrete diff;concrete time diff;abstract time diff
75;3;300;3;200;4;200;11138030;672032;535474;0,04;0,04;0,053333333;0,060336702;0,048076186
27;8;200;8;200;8;400;3071419;922880;1093656;0,296296296;0,296296296;0,296296296;0,300473494;0,356075156
25;4;200;4;400;4;300;2893608;527423;531526;0,16;0,16;0,16;0,182271752;0,183689705
44;17;200;17;100;17;500;5132844;1182417;1172191;0,386363636;0,386363636;0,386363636;0,230362933;0,228370665
27;3;200;3;400;3;200;1741730;712303;508600;0,111111111;0,111111111;0,111111111;0,408962928;0,29200852
12;3;400;3;300;3;300;2000590;477238;496535;0,25;0,25;0,25;0,238548628;0,248194283
22;3;100;3;100;3;400;3190213;493406;516573;0,136363636;0,136363636;0,136363636;0,1546624;0,161924298
4;3;300;3;200;3;100;744004;470866;500453;0,75;0,75;0,75;0,632881006;0,672648265
54;39;200;39;200;40;300;5155552;2793947;2734103;0,722222222;0,722222222;0,740740741;0,541929749;0,530322068
27;18;500;18;300;18;500;3747732;2492613;2504313;0,666666667;0,666666667;0,666666667;0,665099052;0,66822094
58;3;500;3;100;7;200;8795239;744506;482249;0,051724138;0,051724138;0,120689655;0,084648751;0,054830687
11;3;200;3;300;3;700;1683676;477345;490554;0,272727273;0,272727273;0,272727273;0,283513574;0,291358908
9;4;300;4;400;4;400;1672278;531755;566168;0,444444444;0,444444444;0,444444444;0,317982417;0,338560933
44;6;100;6;300;16;100;5053988;1050811;569991;0,136363636;0,136363636;0,363636364;0,207917193;0,112780442
33;21;300;21;300;21;400;5080265;2828865;2854433;0,636363636;0,636363636;0,636363636;0,556834142;0,56186695
46;38;200;38;300;38;200;3118188;1610526;1684497;0,826086957;0,826086957;0,826086957;0,516494195;0,540216626
38;3;200;3;200;3;100;6013007;489758;492139;0,078947368;0,078947368;0,078947368;0,081449764;0,081845739
111;18;200;18;200;19;400;16676594;3058135;3006596;0,162162162;0,162162162;0,171171171;0,183378872;0,180288373
24;5;200;5;200;5;300;3555266;716972;740335;0,208333333;0,208333333;0,208333333;0,201664798;0,208236177
51;3;200;3;200;3;1200;3117616;689324;484526;0,058823529;0,058823529;0,058823529;0,221106127;0,155415548
20;3;300;3;300;3;300;1785495;501351;512399;0,15;0,15;0,15;0,280791041;0,286978681
24;12;100;12;300;12;100;1946422;859301;880658;0,5;0,5;0,5;0,441477234;0,452449674
8;3;300;3;300;3;300;1470424;475141;485577;0,375;0,375;0,375;0,323131967;0,33022924
82;53;300;53;500;54;400;10434840;5620002;5309525;0,646341463;0,646341463;0,658536585;0,538580563;0,508826681
46;29;100;29;100;30;400;6141774;3660750;3490693;0,630434783;0,630434783;0,652173913;0,596041144;0,568352564
10;6;200;6;200;6;100;1021630;643030;681611;0,6;0,6;0,6;0,629415738;0,667179899
44;3;400;3;200;3;300;5124203;494095;515668;0,068181818;0,068181818;0,068181818;0,096423776;0,100633796
64;54;200;54;600;54;200;8033511;6064187;6235560;0,84375;0,84375;0,84375;0,754861355;0,776193622
79;45;200;45;100;45;500;13125916;8071979;8010273;0,569620253;0,569620253;0,569620253;0,614965005;0,610263924
47;44;100;44;100;44;400;7443190;6860174;6906596;0,936170213;0,936170213;0,936170213;0,921671219;0,927908061
49;42;300;42;300;42;100;7612047;6575215;6764065;0,857142857;0,857142857;0,857142857;0,863790647;0,888600005
38;21;300;21;200;21;300;2210276;1205314;1402219;0,552631579;0,552631579;0,552631579;0,545322847;0,634409006
38;3;200;3;200;3;300;3746510;471202;481334;0,078947368;0,078947368;0,078947368;0,125770917;0,128475301
50;38;300;38;300;42;200;8676091;6887118;5951255;0,76;0,76;0,84;0,79380426;0,685937365
22;4;200;4;300;4;100;2448525;506342;530830;0,181818182;0,181818182;0,181818182;0,206794703;0,216795826
9;3;300;3;200;3;400;1200702;485605;505613;0,333333333;0,333333333;0,333333333;0,404434239;0,421097824
11;3;600;3;200;3;400;1478184;481636;506925;0,272727273;0,272727273;0,272727273;0,325829531;0,342937686
17;15;400;15;300;15;200;2634686;2099531;2164475;0,882352941;0,882352941;0,882352941;0,796880919;0,821530535
51;23;300;23;600;23;300;6193320;1789162;2012801;0,450980392;0,450980392;0,450980392;0,288885767;0,324995479
20;3;200;3;200;3;200;2205320;469581;507949;0,15;0,15;0,15;0,212931003;0,230328932
18;6;200;6;200;6;200;2762776;654890;741770;0,333333333;0,333333333;0,333333333;0,237040571;0,268487203
18;3;200;3;100;3;400;2310568;509833;538809;0,166666667;0,166666667;0,166666667;0,220652671;0,23319331
20;3;400;3;200;3;200;3341119;525892;517643;0,15;0,15;0,15;0,157399961;0,154931028
10;3;200;3;200;3;300;1385288;508768;517753;0,3;0,3;0,3;0,367265146;0,373751162
23;18;300;18;200;18;200;3399751;2421332;2571469;0,782608696;0,782608696;0,782608696;0,712208629;0,756369805
13;4;1300;4;600;4;200;1422159;512627;522682;0,307692308;0,307692308;0,307692308;0,360456883;0,367527119
52;9;200;9;200;9;100;7107805;572011;606804;0,173076923;0,173076923;0,173076923;0,080476462;0,085371504
10;3;300;3;700;3;100;1673025;473793;714957;0,3;0,3;0,3;0,28319541;0,427343883
24;3;200;3;200;4;300;2686502;671354;501345;0,125;0,125;0,166666667;0,249898939;0,186616276
46;28;300;28;100;28;100;8061804;4983543;5071230;0,608695652;0,608695652;0,608695652;0,618167224;0,62904407
42;18;200;18;300;20;300;5870629;2945444;2707080;0,428571429;0,428571429;0,476190476;0,501725454;0,46112265
7;5;200;5;300;5;200;1128289;691166;732982;0,714285714;0,714285714;0,714285714;0,612578869;0,649640296
5;3;200;3;400;3;200;1093723;472871;509532;0,6;0,6;0,6;0,432349873;0,465869329
41;38;200;38;300;38;200;6250448;5512496;5677391;0,926829268;0,926829268;0,926829268;0,881936143;0,908317452
38;11;500;11;100;11;200;4730737;1530155;1571005;0,289473684;0,289473684;0,289473684;0,323449602;0,33208462
26;3;200;3;200;3;100;3563434;490609;536311;0,115384615;0,115384615;0,115384615;0,137678711;0,15050398
11;3;400;3;200;3;100;1848488;504249;501844;0,272727273;0,272727273;0,272727273;0,272789978;0,271488914
4;3;600;3;300;3;400;879398;516835;507800;0,75;0,75;0,75;0,58771455;0,577440476
54;49;300;49;200;49;200;8518582;7507864;7456812;0,907407407;0,907407407;0,907407407;0,88135138;0,875358364
46;35;300;35;100;35;200;5234595;4265406;4268205;0,760869565;0,760869565;0,760869565;0,814849286;0,815383998
54;43;600;41;200;43;300;7229458;5741972;5387947;0,796296296;0,759259259;0,796296296;0,79424654;0,745276755
38;18;700;18;500;18;200;4689508;2903538;2982091;0,473684211;0,473684211;0,473684211;0,61915621;0,635907008
23;13;200;13;200;13;600;2801735;1396617;1546581;0,565217391;0,565217391;0,565217391;0,498482904;0,552008309
44;3;100;3;200;3;200;5114027;476609;625568;0,068181818;0,068181818;0,068181818;0,093196418;0,122323953
28;3;200;3;400;7;200;3757670;840743;536648;0,107142857;0,107142857;0,25;0,223740509;0,142814031
29;7;200;7;200;7;400;3361057;546323;587381;0,24137931;0,24137931;0,24137931;0,162544997;0,174760797
78;67;500;67;500;68;100;16623035;14540115;14449625;0,858974359;0,858974359;0,871794872;0,874696769;0,869253118
12;8;700;8;100;8;600;1550733;762530;788988;0,666666667;0,666666667;0,666666667;0,491722302;0,508783911
56;22;100;22;100;22;300;11222231;3790665;3719138;0,392857143;0,392857143;0,392857143;0,337781765;0,331408077
40;3;100;3;100;4;400;4346726;666223;509474;0,075;0,075;0,1;0,15327007;0,117208676
54;14;200;14;200;18;300;7830368;1489428;1328305;0,259259259;0,259259259;0,333333333;0,19021175;0,169635067
54;30;200;30;300;30;300;5992236;3301973;3353809;0,555555556;0,555555556;0,555555556;0,551041882;0,559692409
10;3;200;3;300;3;100;1648464;548968;690953;0,3;0,3;0,3;0,333017888;0,419149584
62;51;100;51;100;55;400;10907633;10010550;10189648;0,822580645;0,822580645;0,887096774;0,9177564;0,934175911
30;14;400;14;200;14;200;4179847;1232922;1235683;0,466666667;0,466666667;0,466666667;0,294968213;0,295628763
51;26;200;26;100;27;200;7469681;2559953;2356943;0,509803922;0,509803922;0,529411765;0,342712493;0,315534626
51;15;300;15;200;27;300;8554884;3951285;2173560;0,294117647;0,294117647;0,529411765;0,461874761;0,254072411
52;27;100;27;500;27;200;8084129;2273990;2333483;0,519230769;0,519230769;0,519230769;0,281290662;0,288649897
25;11;100;11;400;11;400;2002940;833723;845499;0,44;0,44;0,44;0,416249613;0,42212897
41;20;300;20;300;20;500;6545449;2922423;3226184;0,487804878;0,487804878;0,487804878;0,44648167;0,49288964
19;9;300;9;500;11;200;3099391;1334686;952491;0,473684211;0,473684211;0,578947368;0,430628469;0,307315534
16;3;200;3;200;3;400;1761278;523223;522276;0,1875;0,1875;0,1875;0,297070082;0,296532404
73;4;300;4;100;4;100;10205889;679765;705442;0,054794521;0,054794521;0,054794521;0,066605173;0,069121073
11;3;300;3;200;3;100;1327503;508141;528630;0,272727273;0,272727273;0,272727273;0,382779549;0,398213789
48;29;200;29;100;29;100;5703901;3062377;3253160;0,604166667;0,604166667;0,604166667;0,536891682;0,570339492
5;3;200;3;200;3;300;1052928;511828;503437;0,6;0,6;0,6;0,486099714;0,478130508
12;6;400;6;200;6;300;1665649;560221;576791;0,5;0,5;0,5;0,336337968;0,346286042
58;17;100;17;100;17;200;7392559;2043304;2154319;0,293103448;0,293103448;0,293103448;0,276400094;0,291417221
65;37;300;37;200;37;200;10796233;5551084;5551273;0,569230769;0,569230769;0,569230769;0,514168599;0,514186105
58;26;400;26;300;28;200;7942558;2098726;1876111;0,448275862;0,448275862;0,482758621;0,264238045;0,236209921
18;5;100;5;200;5;600;2060558;728612;770470;0,277777778;0,277777778;0,277777778;0,353599365;0,37391328
29;9;100;9;100;9;100;5013645;814419;982276;0,310344828;0,310344828;0,310344828;0,1624405;0,195920533
15;3;300;3;200;3;200;1666755;478104;539236;0,2;0,2;0,2;0,286847197;0,323524453
22;11;200;11;500;11;200;2217955;1030485;1037468;0,5;0,5;0,5;0,464610418;0,467758814
37;8;200;8;200;8;100;5588747;1001445;1007786;0,216216216;0,216216216;0,216216216;0,179189539;0,180324141
33;5;200;5;100;5;200;3300080;720060;711698;0,151515152;0,151515152;0,151515152;0,21819471;0,215660832
47;25;300;25;200;25;200;8643627;4058728;4104060;0,531914894;0,531914894;0,531914894;0,469563067;0,474807624
30;27;200;27;500;27;200;2644562;2261209;2277249;0,9;0,9;0,9;0,855041024;0,8611063
20;3;100;3;300;3;300;2027587;500388;522788;0,15;0,15;0,15;0,246789903;0,257837518
38;3;200;3;400;3;100;4347107;489646;487402;0,078947368;0,078947368;0,078947368;0,112637209;0,112121004
69;21;300;21;300;31;200;9732608;1867530;1194003;0,304347826;0,304347826;0,449275362;0,19188382;0,122680683
11;6;200;6;100;6;300;1395496;840183;703653;0,545454545;0,545454545;0,545454545;0,602067652;0,50423147
14;3;300;3;200;3;500;1843406;484795;515516;0,214285714;0,214285714;0,214285714;0,262988728;0,279654075
131;108;100;108;100;109;500;18215506;15427884;15858354;0,824427481;0,824427481;0,832061069;0,846964339;0,870596403
25;3;500;3;300;3;100;3326301;489860;517688;0,12;0,12;0,12;0,147268693;0,155634743
47;4;300;4;300;9;400;6219184;1048354;522655;0,085106383;0,085106383;0,191489362;0,168567774;0,08403916
24;14;200;14;200;14;400;3405171;1158369;1197413;0,583333333;0,583333333;0,583333333;0,340179392;0,351645483
24;3;200;3;300;3;600;2029076;462916;511299;0,125;0,125;0,125;0,228141282;0,251986126
32;7;200;7;100;7;400;2591359;710006;730245;0,21875;0,21875;0,21875;0,273989825;0,281800013
56;32;200;32;300;33;900;7126022;3880048;3543257;0,571428571;0,571428571;0,589285714;0,544490039;0,497227906
78;66;200;66;100;66;300;12106208;10776787;10806298;0,846153846;0,846153846;0,846153846;0,890186836;0,892624511
59;52;200;52;400;52;300;9701750;7657581;8889232;0,881355932;0,881355932;0,881355932;0,789298941;0,916250367
46;4;200;4;200;4;200;3793411;512839;547394;0,086956522;0,086956522;0,086956522;0,135192047;0,144301263
128;104;200;104;600;104;600;21137421;18123368;18271539;0,8125;0,8125;0,8125;0,857406776;0,864416667
47;35;100;35;100;35;200;6668744;4946123;5015505;0,744680851;0,744680851;0,744680851;0,74168734;0,752091398
7;3;200;3;100;3;200;1316097;505922;512885;0,428571429;0,428571429;0,428571429;0,384410875;0,389701519
17;3;200;3;200;3;200;2816925;503452;501741;0,176470588;0,176470588;0,176470588;0,178723963;0,178116563
49;35;200;35;200;36;500;6949018;4691395;4570642;0,714285714;0,714285714;0,734693878;0,675116254;0,657739266
51;4;200;4;200;4;300;10149417;675388;710999;0,078431373;0,078431373;0,078431373;0,066544512;0,070053186
37;14;100;14;200;16;300;8869090;1265331;1144335;0,378378378;0,378378378;0,432432432;0,142667512;0,129025075
30;22;500;22;500;22;400;7914758;1304693;1353076;0,733333333;0,733333333;0,733333333;0,164843069;0,17095608
74;39;300;39;500;38;300;7741415;1636545;1851618;0,527027027;0,527027027;0,513513514;0,211401275;0,239183405
85;26;200;26;100;26;200;7087201;1210875;1261537;0,305882353;0,305882353;0,305882353;0,170853769;0,178002148
76;34;100;34;200;40;100;16170343;6354166;6477977;0,447368421;0,447368421;0,526315789;0,392951838;0,400608509
46;17;200;17;300;17;200;8689197;1276174;1449166;0,369565217;0,369565217;0,369565217;0,146869037;0,166777897
58;5;200;5;200;8;300;8960130;1467887;748336;0,086206897;0,086206897;0,137931034;0,163824297;0,083518431
66;44;200;44;200;45;200;11274253;6445284;6241038;0,666666667;0,666666667;0,681818182;0,571681689;0,553565544
15;8;200;8;400;8;900;2530728;920024;943956;0,533333333;0,533333333;0,533333333;0,363541242;0,372997809
73;10;400;10;200;14;400;13163020;2163578;1447023;0,136986301;0,136986301;0,191780822;0,164367903;0,109930928
10;3;700;3;400;3;300;2131562;496564;481428;0,3;0,3;0,3;0,232957803;0,225856907
83;62;200;62;200;62;300;13149297;7532146;7736352;0,746987952;0,746987952;0,746987952;0,572817391;0,588347195
7;3;400;3;400;3;100;1187135;497638;528072;0,428571429;0,428571429;0,428571429;0,419192425;0,444828937
78;52;300;52;200;52;300;13659198;8473376;9205296;0,666666667;0,666666667;0,666666667;0,620342131;0,673926537
22;3;200;3;300;3;300;6799482;491114;510777;0,136363636;0,136363636;0,136363636;0,072228149;0,075119987
100;56;300;56;200;57;300;17109546;9094929;8602092;0,56;0,56;0,57;0,531570446;0,502765649
80;8;100;8;200;13;300;17142025;1347435;894655;0,1;0,1;0,1625;0,078604191;0,052190742
26;3;500;3;200;3;400;2790812;498487;551426;0,115384615;0,115384615;0,115384615;0,178617191;0,197586222
9;4;100;4;200;4;200;1800201;484043;590417;0,444444444;0,444444444;0,444444444;0,268882753;0,327972821
7;3;200;3;200;3;200;1535947;481545;583040;0,428571429;0,428571429;0,428571429;0,313516677;0,379596431
17;4;300;4;100;4;200;2266356;498388;574050;0,235294118;0,235294118;0,235294118;0,219907199;0,253292069
41;39;600;39;400;39;200;7094744;5342643;5667205;0,951219512;0,951219512;0,951219512;0,753042393;0,798789216
96;39;200;39;300;39;200;23946006;6362547;6488561;0,40625;0,40625;0,40625;0,265703892;0,270966315
98;11;200;11;100;11;200;15245432;1536993;1566309;0,112244898;0,112244898;0,112244898;0,100816625;0,102739562
38;9;200;9;200;9;300;5600707;899267;954526;0,236842105;0,236842105;0,236842105;0,160563122;0,170429555
25;14;100;14;300;14;100;2099613;851361;901684;0,56;0,56;0,56;0,405484725;0,429452475
8;6;200;6;200;6;100;1232102;537352;585372;0,75;0,75;0,75;0,43612623;0,475100276
17;13;200;13;200;13;200;1643096;810474;852260;0,764705882;0,764705882;0,764705882;0,493260284;0,518691543
14;3;300;3;800;3;200;1303625;478491;514419;0,214285714;0,214285714;0,214285714;0,367046505;0,394606578
26;6;200;6;300;6;300;2150991;562391;608530;0,230769231;0,230769231;0,230769231;0,261456696;0,282906809
16;9;200;9;300;9;300;2750969;786591;864501;0,5625;0,5625;0,5625;0,285932339;0,314253269
58;27;300;27;200;27;200;8876674;2024583;2163170;0,465517241;0,465517241;0,465517241;0,228079008;0,2436915
35;18;600;18;200;18;500;3820139;2669343;2836412;0,514285714;0,514285714;0,514285714;0,698755464;0,742489213
106;27;100;74;200;74;200;17177708;12711696;12883673;0,254716981;0,698113208;0,698113208;0,740011182;0,75002282
12;4;200;4;100;4;200;1361872;494372;523440;0,333333333;0,333333333;0,333333333;0,363009152;0,384353302
57;38;500;38;200;38;200;10837926;6869781;6926620;0,666666667;0,666666667;0,666666667;0,633864911;0,639109365
17;3;300;3;300;3;500;1628807;485315;508149;0,176470588;0,176470588;0,176470588;0,297957339;0,311976189
94;41;200;41;100;43;300;15490826;6872114;7424348;0,436170213;0,436170213;0,457446809;0,443624762;0,479273862
13;3;300;3;200;3;1400;2328932;512274;509681;0,230769231;0,230769231;0,230769231;0,219960909;0,218847523
51;20;400;20;200;20;100;6260917;1217606;1261581;0,392156863;0,392156863;0,392156863;0,194477263;0,201500994
12;5;400;5;100;5;200;1743860;692121;739837;0,416666667;0,416666667;0,416666667;0,396890232;0,42425252
24;3;300;3;400;3;200;2617412;514625;526469;0,125;0,125;0,125;0,19661597;0,201141051
61;3;400;3;200;15;300;11327671;2646375;510529;0,049180328;0,049180328;0,245901639;0,233620397;0,045069194
48;8;300;8;300;8;500;5733518;704757;722323;0,166666667;0,166666667;0,166666667;0,122918773;0,125982512
42;19;200;19;200;19;300;5390186;2879292;2892212;0,452380952;0,452380952;0,452380952;0,534173032;0,536569981
59;12;300;12;500;14;200;8360930;1627192;1103137;0,203389831;0,203389831;0,237288136;0,194618541;0,131939509
22;8;300;8;200;8;200;1885267;583986;596074;0,363636364;0,363636364;0,363636364;0,30976302;0,316174844
83;21;200;21;200;23;300;13532394;3286878;2961159;0,253012048;0,253012048;0,277108434;0,242889617;0,21882004
21;8;300;8;200;10;200;1373044;643246;611699;0,380952381;0,380952381;0,476190476;0,468481709;0,445505752
37;5;300;5;200;5;400;2921737;728808;739287;0,135135135;0,135135135;0,135135135;0,249443396;0,253029961
59;34;100;34;100;34;200;8254481;4580480;4833984;0,576271186;0,576271186;0,576271186;0,554908298;0,585619374
84;43;500;43;400;43;300;12190242;4089839;4222482;0,511904762;0,511904762;0,511904762;0,335501051;0,346382131
11;3;200;3;200;3;500;1343221;500809;504540;0,272727273;0,272727273;0,272727273;0,372841848;0,3756195
88;13;900;13;200;13;400;12420573;914523;926637;0,147727273;0,147727273;0,147727273;0,073629695;0,074605012
27;17;200;17;300;17;200;3897160;2157425;2388050;0,62962963;0,62962963;0,62962963;0,553589024;0,612766733
46;30;300;30;200;32;300;6531606;4986003;4529048;0,652173913;0,652173913;0,695652174;0,763365549;0,69340496
46;8;800;8;200;8;200;5525827;1167978;1217019;0,173913043;0,173913043;0,173913043;0,211367095;0,220241966
41;15;200;15;200;15;300;4960624;1129983;1158615;0,365853659;0,365853659;0,365853659;0,227790496;0,23356235
13;3;100;3;200;3;200;1669900;495113;501471;0,230769231;0,230769231;0,230769231;0,296492604;0,300300018
11;5;400;5;200;5;500;2172829;703265;730259;0,454545455;0,454545455;0,454545455;0,323663298;0,336086733
34;11;200;11;200;12;300;4959104;2008555;1528855;0,323529412;0,323529412;0,352941176;0,40502377;0,308292587
56;52;300;54;200;54;500;7858225;7342330;7703265;0,928571429;0,964285714;0,964285714;0,934349678;0,980280534
123;15;300;15;300;15;500;6577182;758144;841143;0,12195122;0,12195122;0,12195122;0,115268819;0,127888053
73;54;100;54;700;54;100;12675298;8511211;8648952;0,739726027;0,739726027;0,739726027;0,67148015;0,682347034
36;3;200;3;200;3;100;4234109;511729;508783;0,083333333;0,083333333;0,083333333;0,120858721;0,120162943
32;17;400;17;300;18;200;4150722;2237682;2220055;0,53125;0,53125;0,5625;0,53910669;0,534859959
9;6;200;6;200;6;200;1744372;682413;707818;0,666666667;0,666666667;0,666666667;0,391208412;0,405772393
41;3;200;3;100;3;500;6831119;483217;498631;0,073170732;0,073170732;0,073170732;0,070737605;0,072994044
24;11;300;11;200;11;300;2908102;1054262;1098812;0,458333333;0,458333333;0,458333333;0,362525799;0,377845069
59;18;300;18;100;18;200;7656039;983981;1012078;0,305084746;0,305084746;0,305084746;0,128523509;0,132193423
85;6;200;6;200;49;500;13899227;7599728;946590;0,070588235;0,070588235;0,576470588;0,546773428;0,068103787
24;9;100;9;200;9;200;2167272;722447;826045;0,375;0,375;0,375;0,333343946;0,381145052
76;7;500;7;200;7;200;12240636;888103;976994;0,092105263;0,092105263;0,092105263;0,072553665;0,079815624
14;3;200;3;400;3;200;1635439;502837;495922;0,214285714;0,214285714;0,214285714;0,307463011;0,303234789
40;4;400;4;200;4;200;3066907;524083;517411;0,1;0,1;0,1;0,170883238;0,168707757
3;3;300;3;200;3;200;594056;492275;511236;1;1;1;0,828667668;0,860585534
130;11;200;11;200;38;200;25323060;2915425;1021614;0,084615385;0,084615385;0,292307692;0,115129254;0,040343229
101;19;300;19;100;19;300;13632173;1402410;1414801;0,188118812;0,188118812;0,188118812;0,102875015;0,103783968
31;4;100;4;200;4;500;1963330;503113;515039;0,129032258;0,129032258;0,129032258;0,256254934;0,262329308
52;10;200;10;100;10;100;8974501;2102422;1985832;0,192307692;0,192307692;0,192307692;0,234266173;0,221274921
39;11;300;11;200;11;200;5438957;1629915;1710799;0,282051282;0,282051282;0,282051282;0,299674184;0,314545417
13;3;300;3;200;3;400;1521794;495157;504292;0,230769231;0,230769231;0,230769231;0,325377154;0,331379937
12;3;500;3;200;3;300;1549821;500907;495662;0,25;0,25;0,25;0,323203131;0,319818869
46;4;100;4;200;4;200;7776083;507171;536090;0,086956522;0,086956522;0,086956522;0,065221912;0,068940879
80;49;400;49;300;54;300;12758451;7801916;7191639;0,6125;0,6125;0,675;0,611509657;0,5636765
80;72;300;72;200;72;100;14586930;11128731;11250218;0,9;0,9;0,9;0,762924824;0,771253307
14;9;200;9;200;9;100;2261951;824881;860139;0,642857143;0,642857143;0,642857143;0,364676777;0,380264206
27;3;300;3;200;3;200;3434354;479022;507286;0,111111111;0,111111111;0,111111111;0,139479506;0,147709293
26;4;300;4;200;4;600;4503778;660706;689074;0,153846154;0,153846154;0,153846154;0,146700392;0,152999104
25;4;300;4;300;4;700;4423559;642490;687994;0,16;0,16;0,16;0,145242778;0,155529518
72;21;300;21;100;21;200;8123587;2410420;2461410;0,291666667;0,291666667;0,291666667;0,296718679;0,302995462
25;6;200;6;300;6;100;3242235;785103;684259;0,24;0,24;0,24;0,242148703;0,211045467
36;26;200;26;300;26;200;4429061;3250942;3418109;0,722222222;0,722222222;0,722222222;0,734002535;0,771745749
15;5;600;5;300;5;300;2096216;812543;754589;0,333333333;0,333333333;0,333333333;0,387623699;0,359976739
25;6;300;6;200;6;300;3275496;575500;608109;0,24;0,24;0,24;0,175698581;0,18565402
66;46;200;46;200;47;200;10425961;7129195;7605366;0,696969697;0,696969697;0,712121212;0,683792602;0,729464267
56;4;100;4;200;4;100;8395099;547858;544157;0,071428571;0,071428571;0,071428571;0,065259266;0,064818414
38;13;200;13;300;17;100;3724306;1389700;861987;0,342105263;0,342105263;0,447368421;0,373143345;0,231449027
14;9;300;9;200;9;500;2056450;766013;804979;0,642857143;0,642857143;0,642857143;0,372492888;0,391441076
31;3;100;3;300;3;200;3297166;474968;510477;0,096774194;0,096774194;0,096774194;0,144053408;0,15482296
68;3;300;3;200;21;200;11159343;2119682;504485;0,044117647;0,044117647;0,308823529;0,189946845;0,045207411
33;3;200;3;400;3;200;4355509;475377;504288;0,090909091;0,090909091;0,090909091;0,109143845;0,115781646
36;11;400;11;200;12;300;4534878;1110752;971921;0,305555556;0,305555556;0,333333333;0,244935365;0,214321311
63;3;300;3;200;3;600;6376609;522088;491455;0,047619048;0,047619048;0,047619048;0,081875492;0,077071528
51;3;100;3;100;3;500;7319269;495328;514667;0,058823529;0,058823529;0,058823529;0,067674518;0,070316722
65;3;100;3;100;3;200;11991567;488469;504053;0,046153846;0,046153846;0,046153846;0,040734376;0,042033956
61;4;300;4;100;17;200;3921886;1988610;531451;0,06557377;0,06557377;0,278688525;0,507054514;0,135509038
26;3;500;3;300;3;300;3138949;479324;502238;0,115384615;0,115384615;0,115384615;0,152702067;0,160001962
89;7;200;7;200;11;200;3624109;1240798;893487;0,078651685;0,078651685;0,123595506;0,342373256;0,24653977
20;3;200;3;100;3;700;2329739;516418;521821;0,15;0,15;0,15;0,221663457;0,223982601
63;16;200;16;300;16;100;10712702;2454893;2560362;0,253968254;0,253968254;0,253968254;0,229157219;0,239002448
94;5;200;5;200;5;200;11819711;696545;720111;0,053191489;0,053191489;0,053191489;0,058930798;0,060924586
21;12;100;12;200;12;100;2614442;1802350;1793050;0,571428571;0,571428571;0,571428571;0,689382285;0,685825121
7;3;200;3;300;3;200;1454026;484765;502341;0,428571429;0,428571429;0,428571429;0,333395001;0,345482818
87;12;400;12;200;12;100;11465560;1017368;1039644;0,137931034;0,137931034;0,137931034;0,088732517;0,090675379
30;3;100;3;200;3;200;13444118;495395;519010;0,1;0,1;0,1;0,036848457;0,038604987
63;15;500;15;100;15;200;11012818;1573605;1812671;0,238095238;0,238095238;0,238095238;0,142888496;0,164596473
22;3;200;3;100;3;200;3146892;518550;510347;0,136363636;0,136363636;0,136363636;0,164781632;0,162174933
8;5;100;5;100;5;200;1428095;724653;715504;0,625;0,625;0,625;0,507426327;0,50101989
30;5;300;5;200;5;300;4860499;882447;898468;0,166666667;0,166666667;0,166666667;0,181554816;0,184850979
63;24;300;24;200;24;100;10252211;3108912;3286047;0,380952381;0,380952381;0,380952381;0,303243076;0,320520813
28;11;200;11;100;15;100;3777919;2132479;2135404;0,392857143;0,392857143;0,535714286;0,564458635;0,56523287
21;3;200;3;200;3;300;2253739;481073;521926;0,142857143;0,142857143;0,142857143;0,213455507;0,231582273
11;3;200;3;200;3;500;1687368;479347;505564;0,272727273;0,272727273;0,272727273;0,284079703;0,299616918
57;10;400;10;200;25;300;10454580;2769034;1472693;0,175438596;0,175438596;0,438596491;0,264863247;0,140865821
27;6;100;6;100;6;200;4179555;652338;699066;0,222222222;0,222222222;0,222222222;0,156078338;0,167258476
80;55;200;55;400;55;200;14530537;9256945;9754544;0,6875;0,6875;0,6875;0,637068334;0,671313386
71;36;400;36;200;36;200;10501201;2393754;2638620;0,507042254;0,507042254;0,507042254;0,227950498;0,251268403
75;58;200;58;100;58;400;14917738;10313514;10695480;0,773333333;0,773333333;0,773333333;0,691359106;0,716963926
11;7;100;7;200;7;200;2295704;722058;767260;0,636363636;0,636363636;0,636363636;0,31452574;0,334215561
22;5;300;5;300;5;100;4029245;887980;915843;0,227272727;0,227272727;0,227272727;0,22038372;0,227298911
35;6;100;6;200;6;300;4645432;558077;621931;0,171428571;0,171428571;0,171428571;0,120134575;0,133880121
11;3;200;3;100;3;300;1858279;501101;522601;0,272727273;0,272727273;0,272727273;0,269658647;0,281228492
15;3;300;3;200;3;100;2090140;509478;509474;0,2;0,2;0,2;0,24375305;0,243751136
35;22;300;22;200;22;200;5424837;3213824;3256306;0,628571429;0,628571429;0,628571429;0,592427754;0,600258773
12;6;200;6;100;6;300;1603167;570519;618423;0,5;0,5;0,5;0,355869975;0,385750829
5;3;300;3;400;3;200;1113265;505646;519465;0,6;0,6;0,6;0,454200931;0,466613969
10;6;300;6;200;6;200;1760012;716708;708453;0,6;0,6;0,6;0,407217678;0,402527369
118;99;200;99;200;99;200;13936230;7939366;8121059;0,838983051;0,838983051;0,838983051;0,569692521;0,582729978
32;28;300;28;100;29;200;4380485;4079354;4360295;0,875;0,875;0,90625;0,931256242;0,995390921
